Drei
11.24;10;None;14.09.2019;Bern;Team SM;Limite erfüllt
10.96;6;None;08.09.2019;Düdingen;SM U16/U18;Limite erfüllt
10.95;14;None;23.08.2019;Basel;SM Aktive;Limite erfüllt
10.8;1;None;30.05.2019;Langenthal;Nationales Auffahrtsmeeting;Limite erfüllt
10.75;3;None;23.06.2019;Lausanne;REGIONAUX JEUNESSES  OUEST;Limite erfüllt
10.56;3;None;26.05.2019;Bern;Nationales Nachwuchsmeeting; 
10.55;3;None;15.06.2019;Thun;Offene Berner Meisterschaften; 
10.43;2;None;04.05.2019;Düdingen;Frühjahrsmeeting; 
10.37;7;None;07.08.2019;Langenthal;Internationales Sommermeeting; 
