Kugel 4.00 kg
11.34;3;None;15.06.2019;Thun;Offene Berner Meisterschaften;Limite erfüllt
Speer 600 gr
38.56;10;None;24.08.2019;Basel;SM Aktive;Limite erfüllt
38.05;1;None;06.08.2019;Olten;Abendmeeting;Limite erfüllt
37.43;2;None;04.07.2019;Sion;SVM Junior Liga;Limite erfüllt
37.22;3;None;26.05.2019;Bern;Nationales Nachwuchsmeeting;Limite erfüllt
36.88;7;None;07.09.2019;Winterthur;SM U20/U23;Limite erfüllt
36.32;6;None;02.06.2019;Zürich (Sihlhölzli);SVM NLB;Limite erfüllt
36.26;3;None;15.06.2019;Thun;Offene Berner Meisterschaften;Limite erfüllt
