Kugel 4.00 kg
9.88;4;None;26.05.2019;Bern;Nationales Nachwuchsmeeting; 
9.5;8;None;30.05.2019;Langenthal;Nationales Auffahrtsmeeting; 
Speer 600 gr
38.82;3;None;08.06.2019;Zofingen;44. Pfingstmeeting;Limite erfüllt
38.52;6;None;07.09.2019;Winterthur;SM U20/U23;Limite erfüllt
37.78;2;None;30.05.2019;Langenthal;Nationales Auffahrtsmeeting;Limite erfüllt
37.53;1;None;15.06.2019;Thun;Offene Berner Meisterschaften;Limite erfüllt
36.94;4;None;26.05.2019;Bern;Nationales Nachwuchsmeeting;Limite erfüllt
36.85;2;None;19.06.2019;Thun;7. Thuner Athletics Night / Int. Abendmeeting;Limite erfüllt
