Kugel 5.00 kg
11.52;1;None;30.06.2019;Bern;SVM Nachwuchs BERN; 
Diskus 2.00 kg
19.99;18;None;01.06.2019;Hochdorf;SVM NLC und PL; 
Speer 800 gr
45.71;6;None;01.06.2019;Hochdorf;SVM NLC und PL; 
Speer 700 gr
58.0;1;None;30.06.2019;Bern;SVM Nachwuchs BERN;Limite erfüllt
51.24;2;None;15.06.2019;Thun;Offene Berner Meisterschaften;Limite erfüllt
48.43;1;None;19.06.2019;Thun;7. Thuner Athletics Night / Int. Abendmeeting;Limite erfüllt
47.14;12;None;08.09.2019;Düdingen;SM U16/U18;Limite erfüllt
