5x80 m; 
Nr;Resultat;Rang;Name;Verein;Details;Wettkampf;Ort;Datum;Tooltip;; 
1;55.80;5r2;TV Unterseen U16 1;TV Unterseen;Hackney Jody / Durrer Mara / Härri Aline / Schenkel Lea / Reist Ladina;Offene Berner Meisterschaften;Thun;15.06.2019;Hackney Jody / Durrer Mara / Härri Aline / Schenkel Lea / Reist Ladina; 
