Olympische; 
Nr;Resultat;Rang;Name;Verein;Details;Wettkampf;Ort;Datum;Tooltip;; 
1;3:44.17;81;TV Unterseen U18 1;TV Unterseen;Zaugg Julian / von Bergen Nicolas / Steiner André / Fahrenbruch Timo;SM Staffel;Langenthal;01.09.2019;Zaugg Julian / von Bergen Nicolas / Steiner André / Fahrenbruch Timo; 
