4x100 m; 
Nr;Resultat;Rang;Name;Verein;Details;Wettkampf;Ort;Datum;Tooltip;; 
1;50.40;3sf2;TV Unterseen Aktive 1;TV Unterseen;Gloor Megan Ashanti / Abegglen Diana / Reinle Cynthia / Knecht Jennifer;SM Staffel;Langenthal;01.09.2019;Gloor Megan Ashanti / Abegglen Diana / Reinle Cynthia / Knecht Jennifer; 
