100 m Hürden 76.2
Nr;Resultat;Wind;Rang;Name;Nat.;Geb. Dat.;Wettkampf;Ort;Datum
1;15.48;0.5;1r3;Martina Winterberger;SUI;29.01.2003;Hürden- und Sprintmeeting;Basel;18.05.2019
Hoch
Nr;Resultat;Rang;Name;Nat.;Geb. Dat.;Wettkampf;Ort;Datum
1;1.45;9 ;Martina Winterberger;SUI;29.01.2003;Meeting de la Gruyère;Bulle;07.07.2019
2;1.25;13 ;Jasmine Rüegsegger;SUI;22.01.2007;Grosses Meeting für die Kleinen;Bern;18.08.2019
3;1.20;16 ;Angela Rüegsegger;SUI;22.01.2007;Offene Berner Meisterschaften;Thun;16.06.2019
4;1.20;5 ;Nora Abegglen;SUI;26.05.2008;Grosses Meeting für die Kleinen;Bern;18.08.2019
Weit
Nr;Resultat;Wind;Rang;Name;Nat.;Geb. Dat.;Wettkampf;Ort;Datum
1;5.35;1.1;17 ;Martina Winterberger;SUI;29.01.2003;Meeting de la Gruyère;Bulle;07.07.2019
2;4.53;-0.4;19 ;Ladina Reist;SUI;28.07.2005;Offene Berner Meisterschaften;Thun;15.06.2019
Drei
Nr;Resultat;Wind;Rang;Name;Nat.;Geb. Dat.;Wettkampf;Ort;Datum
1;11.73;-1.5;2 ;Martina Winterberger;SUI;29.01.2003;Nationales Nachwuchsmeeting;Bern;26.05.2019
